#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RHOA	PPP1R14A	9606.ENSP00000400175	9606.ENSP00000301242	0	0	0	0	0	0	0.500	0.631	0.807
RHOA	FMNL3	9606.ENSP00000400175	9606.ENSP00000335655	0	0	0	0	0.074	0.241	0.400	0.391	0.709
RHOA	ARHGEF1	9606.ENSP00000400175	9606.ENSP00000337261	0	0	0	0	0.100	0.760	0.900	0.906	0.997
RHOA	PLXNB1	9606.ENSP00000400175	9606.ENSP00000351338	0	0	0	0	0	0.345	0.500	0.537	0.835
RHOA	SMURF1	9606.ENSP00000400175	9606.ENSP00000354621	0	0	0	0	0	0.838	0.500	0.865	0.988
RHOA	PIP5K1A	9606.ENSP00000400175	9606.ENSP00000357883	0	0	0	0	0.042	0.084	0.900	0.221	0.922
RHOA	MYC	9606.ENSP00000400175	9606.ENSP00000478887	0	0	0	0	0.049	0.045	0	0.724	0.727
RNF123	USP19	9606.ENSP00000328287	9606.ENSP00000401197	0	0	0	0	0.456	0.095	0.900	0.893	0.994
RNF181	UBE2D2	9606.ENSP00000306906	9606.ENSP00000381717	0	0	0	0	0.055	0.532	0.500	0.141	0.785
RNF39	ZNRD1	9606.ENSP00000244360	9606.ENSP00000331111	0	0	0	0	0	0	0	0.707	0.707
RNF40	H2BC11	9606.ENSP00000325677	9606.ENSP00000476136	0	0	0	0	0	0.123	0.500	0.771	0.891
RNF5	ABHD16A	9606.ENSP00000364235	9606.ENSP00000379282	0	0	0	0	0.068	0.516	0	0.535	0.772
RNF5	UBE2D2	9606.ENSP00000364235	9606.ENSP00000381717	0	0	0	0	0.049	0.725	0	0.248	0.786
RPL22L1	MRPS10	9606.ENSP00000346080	9606.ENSP00000053468	0	0	0	0	0.405	0.748	0	0.166	0.864
RPL22L1	RPL7L1	9606.ENSP00000346080	9606.ENSP00000418221	0	0	0	0	0.598	0.748	0	0.364	0.930
RPL7L1	MRPS10	9606.ENSP00000418221	9606.ENSP00000053468	0.095	0	0	0	0.635	0.595	0	0.367	0.904
RPL7L1	SEC61A1	9606.ENSP00000418221	9606.ENSP00000243253	0.095	0	0	0	0.612	0.483	0	0.206	0.836
RPL7L1	POLR1A	9606.ENSP00000418221	9606.ENSP00000263857	0.095	0	0	0	0.611	0.306	0	0.256	0.794
RPL7L1	EIF4A1	9606.ENSP00000418221	9606.ENSP00000293831	0	0	0	0	0.628	0.159	0	0.127	0.703
RPL7L1	RPL22L1	9606.ENSP00000418221	9606.ENSP00000346080	0	0	0	0	0.598	0.748	0	0.364	0.930
RPL7L1	MRPL21	9606.ENSP00000418221	9606.ENSP00000354580	0.057	0	0	0	0.688	0.752	0	0.390	0.949
RPL7L1	MRPL9	9606.ENSP00000418221	9606.ENSP00000357823	0	0	0	0	0.697	0.752	0	0.267	0.940
RPL7L1	PDCD11	9606.ENSP00000418221	9606.ENSP00000358812	0	0	0	0	0.683	0.548	0	0.252	0.883
RPP21	POP5	9606.ENSP00000409799	9606.ENSP00000350098	0	0	0	0	0.157	0.997	0.900	0.513	0.999
RRP7A	NCOA6	9606.ENSP00000321449	9606.ENSP00000363929	0	0	0	0	0.197	0.638	0	0.154	0.732
RRP7A	DDX52	9606.ENSP00000321449	9606.ENSP00000479504	0	0	0	0	0.403	0	0.500	0.743	0.917
RRP7A	CSNK2B	9606.ENSP00000321449	9606.ENSP00000365042	0	0	0	0	0.057	0.572	0	0.873	0.944
RRP7A	AATF	9606.ENSP00000321449	9606.ENSP00000477848	0	0	0	0	0.437	0.991	0	0.236	0.995
RRP7A	PDCD11	9606.ENSP00000321449	9606.ENSP00000358812	0	0	0	0	0.287	0.970	0.500	0.785	0.997
RTEL1	ANO1	9606.ENSP00000353332	9606.ENSP00000347454	0	0	0	0	0	0	0	0.871	0.871
RTEL1	ACD	9606.ENSP00000353332	9606.ENSP00000483117	0	0	0	0	0.059	0	0.500	0.417	0.701
RTEL1	POLD1	9606.ENSP00000353332	9606.ENSP00000472445	0.042	0	0	0	0.198	0.071	0.500	0.573	0.819
RTEL1	CTC1	9606.ENSP00000353332	9606.ENSP00000498499	0	0	0	0	0.049	0	0	0.874	0.875
RUVBL1	CCT3	9606.ENSP00000318297	9606.ENSP00000295688	0	0	0	0	0.456	0.094	0.540	0.212	0.797
RUVBL1	TCP1	9606.ENSP00000318297	9606.ENSP00000317334	0	0	0	0	0.440	0.095	0.540	0.298	0.814
RUVBL1	PPP1CA	9606.ENSP00000318297	9606.ENSP00000326031	0	0	0	0	0.186	0.655	0	0.139	0.737
RUVBL1	INTS3	9606.ENSP00000318297	9606.ENSP00000318641	0	0	0	0	0.047	0	0	0.745	0.746
RUVBL1	H4C14	9606.ENSP00000318297	9606.ENSP00000462667	0	0	0	0	0	0.851	0	0.105	0.861
RUVBL1	H4C8	9606.ENSP00000318297	9606.ENSP00000489236	0	0	0	0	0.042	0.851	0	0.111	0.862
RUVBL1	H2BC11	9606.ENSP00000318297	9606.ENSP00000476136	0	0	0	0	0.047	0.867	0.500	0.287	0.948
RUVBL1	ANP32E	9606.ENSP00000318297	9606.ENSP00000463154	0	0	0	0	0.067	0.383	0.900	0.227	0.949
RUVBL1	MYC	9606.ENSP00000318297	9606.ENSP00000478887	0	0	0	0	0.072	0.716	0	0.893	0.969
RUVBL1	TRRAP	9606.ENSP00000318297	9606.ENSP00000352925	0	0	0	0	0.073	0.898	0.900	0.995	0.999
RUVBL1	VPS72	9606.ENSP00000318297	9606.ENSP00000346464	0	0	0	0	0.084	0.965	0.800	0.944	0.999
RXRB	SREBF1	9606.ENSP00000363817	9606.ENSP00000348069	0	0	0	0	0.059	0	0.500	0.418	0.702
RXRB	RARG	9606.ENSP00000363817	9606.ENSP00000388510	0	0	0	0.767	0.081	0.786	0.500	0.520	0.946
RXRB	NR1H2	9606.ENSP00000363817	9606.ENSP00000499121	0	0	0	0.691	0.120	0.980	0.500	0.315	0.993
SAMM50	TIMM23	9606.ENSP00000345445	9606.ENSP00000464522	0	0	0	0	0.087	0	0	0.782	0.792
SAMM50	MTX1	9606.ENSP00000345445	9606.ENSP00000357360	0	0	0	0	0.115	0.935	0.800	0.917	0.998
SAMM50	IMMT	9606.ENSP00000345445	9606.ENSP00000387262	0	0	0	0	0.337	0.927	0.720	0.966	0.999
SARS2	QARS1	9606.ENSP00000472847	9606.ENSP00000307567	0	0	0	0	0.228	0	0	0.809	0.847
SARS2	TARS2	9606.ENSP00000472847	9606.ENSP00000358060	0	0	0	0	0.163	0	0	0.811	0.835
SARS2	VARS1	9606.ENSP00000472847	9606.ENSP00000364815	0.070	0	0	0	0.453	0.054	0	0.792	0.886
SARS2	VARS2	9606.ENSP00000472847	9606.ENSP00000441000	0.042	0	0	0	0.400	0	0	0.777	0.860
SCRN2	NCKIPSD	9606.ENSP00000290216	9606.ENSP00000294129	0	0	0	0	0.085	0.761	0	0.071	0.779
SCYL1	COPZ2	9606.ENSP00000270176	9606.ENSP00000480707	0	0	0	0	0.064	0.071	0.900	0	0.905
SEC61A1	MRPS10	9606.ENSP00000243253	9606.ENSP00000053468	0.111	0	0	0	0.698	0.489	0	0.181	0.873
SEC61A1	POLR1A	9606.ENSP00000243253	9606.ENSP00000263857	0.111	0	0	0	0.691	0	0	0.281	0.785
SEC61A1	MRPL21	9606.ENSP00000243253	9606.ENSP00000354580	0	0	0	0	0.578	0.429	0	0.196	0.789
SEC61A1	RPL7L1	9606.ENSP00000243253	9606.ENSP00000418221	0.095	0	0	0	0.612	0.483	0	0.206	0.836
SEC61A1	COX18	9606.ENSP00000243253	9606.ENSP00000425261	0	0	0	0	0.111	0.487	0.585	0.310	0.852
SEC61A1	PDCD11	9606.ENSP00000243253	9606.ENSP00000358812	0.054	0	0	0	0.828	0	0	0.200	0.859
SEC61A1	MRPL9	9606.ENSP00000243253	9606.ENSP00000357823	0.050	0	0	0	0.824	0.429	0	0.134	0.906
SEMA3B	PLXND1	9606.ENSP00000480680	9606.ENSP00000317128	0	0	0	0	0.059	0.191	0	0.685	0.739
SEMA3B	PLXNB1	9606.ENSP00000480680	9606.ENSP00000351338	0	0	0	0	0.121	0.191	0	0.811	0.854
SEMA3F	PLXND1	9606.ENSP00000002829	9606.ENSP00000317128	0	0	0	0	0.074	0.186	0	0.673	0.732
SEMA6C	PLXND1	9606.ENSP00000357909	9606.ENSP00000317128	0	0	0	0	0.064	0.225	0	0.682	0.749
SESN1	NPRL2	9606.ENSP00000393762	9606.ENSP00000232501	0	0	0	0	0.050	0	0.500	0.534	0.759
SETDB1	ZNF10	9606.ENSP00000271640	9606.ENSP00000248211	0	0	0	0	0.068	0.095	0	0.734	0.756
SETDB1	POU5F1	9606.ENSP00000271640	9606.ENSP00000259915	0	0	0	0	0.062	0.300	0	0.632	0.738
SETDB1	KMT5B	9606.ENSP00000271640	9606.ENSP00000305899	0	0	0	0	0.074	0	0	0.812	0.818
SETDB1	EHMT2	9606.ENSP00000271640	9606.ENSP00000379078	0	0	0	0.555	0.102	0.314	0	0.948	0.965
SF3B2	RBM39	9606.ENSP00000318861	9606.ENSP00000253363	0	0	0	0	0.218	0.409	0	0.482	0.739
SF3B2	PRPF6	9606.ENSP00000318861	9606.ENSP00000266079	0	0	0	0	0.562	0.991	0.900	0.416	0.999
SF3B2	DHX38	9606.ENSP00000318861	9606.ENSP00000268482	0	0	0	0	0.183	0.267	0.400	0.439	0.771
SF3B2	SF3B4	9606.ENSP00000318861	9606.ENSP00000271628	0	0	0	0	0.164	0.999	0.900	0.999	0.999
SF3B2	DDX23	9606.ENSP00000318861	9606.ENSP00000310723	0	0	0	0	0.240	0.825	0	0.466	0.923
SF3B2	USP39	9606.ENSP00000318861	9606.ENSP00000312981	0	0	0	0	0.176	0.800	0	0.091	0.837
SF3B2	PRPF3	9606.ENSP00000318861	9606.ENSP00000315379	0	0	0	0	0.163	0.998	0.900	0.504	0.999
SF3B2	CWC25	9606.ENSP00000318861	9606.ENSP00000478070	0	0	0	0	0.049	0	0.400	0.584	0.742
SF3B2	PCBP2	9606.ENSP00000318861	9606.ENSP00000352438	0	0	0	0	0.299	0.488	0	0.532	0.817
SF3B2	PRPF40B	9606.ENSP00000318861	9606.ENSP00000448073	0	0	0	0	0.058	0.797	0	0.383	0.871
SF3B2	LSM2	9606.ENSP00000318861	9606.ENSP00000364813	0	0	0	0	0.058	0.944	0.900	0.135	0.994
SF3B2	DHX16	9606.ENSP00000318861	9606.ENSP00000365625	0	0	0	0	0.199	0.998	0.900	0.443	0.999
SF3B4	PRPF6	9606.ENSP00000271628	9606.ENSP00000266079	0	0	0	0	0.092	0.991	0.900	0.463	0.999
SF3B4	USP39	9606.ENSP00000271628	9606.ENSP00000312981	0	0	0	0	0.154	0.800	0	0.213	0.855
SF3B4	DDX23	9606.ENSP00000271628	9606.ENSP00000310723	0	0	0	0	0.076	0.819	0	0.243	0.862
SF3B4	LSM2	9606.ENSP00000271628	9606.ENSP00000364813	0	0	0	0	0.067	0.896	0.900	0.270	0.991
SF3B4	PRPF3	9606.ENSP00000271628	9606.ENSP00000315379	0	0	0	0	0.248	0.896	0.900	0.553	0.996
SF3B4	DHX16	9606.ENSP00000271628	9606.ENSP00000365625	0	0	0	0	0.169	0.964	0.900	0.357	0.997
SF3B4	SF3B2	9606.ENSP00000271628	9606.ENSP00000318861	0	0	0	0	0.164	0.999	0.900	0.999	0.999
SFR1	RAD51C	9606.ENSP00000358742	9606.ENSP00000336701	0	0	0	0	0.058	0.045	0.900	0.196	0.918
SFR1	RAD51B	9606.ENSP00000358742	9606.ENSP00000419881	0	0	0	0	0.049	0.045	0.900	0.193	0.916
SH3PXD2A	NCK1	9606.ENSP00000348215	9606.ENSP00000417273	0	0	0	0.578	0.042	0	0	0.793	0.793
SH3PXD2A	ADAM15	9606.ENSP00000348215	9606.ENSP00000349436	0	0	0	0	0.042	0.603	0.500	0.537	0.900
SHC1	AXL	9606.ENSP00000401303	9606.ENSP00000301178	0	0	0	0	0.077	0.095	0.900	0.547	0.957
SHC1	HCK	9606.ENSP00000401303	9606.ENSP00000365012	0	0	0	0	0.067	0.073	0.900	0.555	0.956
SHC1	POLDIP3	9606.ENSP00000401303	9606.ENSP00000397927	0	0	0	0	0.060	0	0	0.852	0.854
SHC1	FGFR2	9606.ENSP00000401303	9606.ENSP00000410294	0	0	0	0	0.055	0.345	0.900	0.540	0.967
SHC1	NCK1	9606.ENSP00000401303	9606.ENSP00000417273	0	0	0	0.572	0.049	0	0	0.968	0.969
SIGLEC10	CD47	9606.ENSP00000345243	9606.ENSP00000355361	0	0	0	0	0	0	0	0.928	0.928
SIRT2	ATAT1	9606.ENSP00000249396	9606.ENSP00000327832	0	0	0	0	0.047	0	0	0.805	0.806
SLC22A1	CERS2	9606.ENSP00000355930	9606.ENSP00000271688	0	0	0	0	0	0.465	0	0.762	0.867
SLC22A2	IGF2R	9606.ENSP00000355920	9606.ENSP00000349437	0	0	0	0	0.068	0	0	0.884	0.887
SLC22A2	EHMT2	9606.ENSP00000355920	9606.ENSP00000379078	0	0	0	0	0.053	0.045	0	0.732	0.737
SLC22A3	EHMT2	9606.ENSP00000275300	9606.ENSP00000379078	0	0	0	0	0.053	0.045	0	0.796	0.799
SLC22A3	IGF2R	9606.ENSP00000275300	9606.ENSP00000349437	0	0	0	0	0.068	0	0	0.903	0.906
SLC25A17	MTCH2	9606.ENSP00000390722	9606.ENSP00000303222	0	0	0	0	0.149	0	0	0.830	0.849
SLC39A1	SLC39A13	9606.ENSP00000357612	9606.ENSP00000354689	0	0	0	0	0.093	0.095	0	0.773	0.798
SLC39A1	MSH5	9606.ENSP00000357612	9606.ENSP00000364855	0	0	0	0	0.080	0	0	0.741	0.751
SLC39A13	SLC39A1	9606.ENSP00000354689	9606.ENSP00000357612	0	0	0	0	0.093	0.095	0	0.773	0.798
SLC45A3	KLK3	9606.ENSP00000356113	9606.ENSP00000314151	0	0	0	0	0.049	0	0	0.893	0.894
SLC45A3	MSMB	9606.ENSP00000356113	9606.ENSP00000463092	0	0	0	0	0	0	0	0.769	0.769
SMARCC1	MDC1	9606.ENSP00000254480	9606.ENSP00000365588	0	0	0	0	0.092	0.690	0	0.106	0.727
SMARCC1	MYC	9606.ENSP00000254480	9606.ENSP00000478887	0	0	0	0	0.067	0.472	0	0.624	0.798
SMARCC1	BRD2	9606.ENSP00000254480	9606.ENSP00000378702	0	0	0	0	0.089	0.612	0	0.555	0.829
SMARCC1	BICRAL	9606.ENSP00000254480	9606.ENSP00000313933	0	0	0	0	0.101	0.045	0.900	0.739	0.974
SMARCC1	BRD9	9606.ENSP00000254480	9606.ENSP00000419765	0	0	0	0	0.195	0.798	0.900	0.928	0.998
SMARCC1	SMARCD1	9606.ENSP00000254480	9606.ENSP00000378414	0	0	0	0	0.102	0.965	0.900	0.999	0.999
SMARCC1	SMARCD2	9606.ENSP00000254480	9606.ENSP00000392617	0	0	0	0	0.083	0.926	0.900	0.990	0.999
SMARCD1	SMARCC1	9606.ENSP00000378414	9606.ENSP00000254480	0	0	0	0	0.102	0.965	0.900	0.999	0.999
SMARCD1	BICRAL	9606.ENSP00000378414	9606.ENSP00000313933	0	0	0	0	0.055	0.784	0.900	0.750	0.994
SMARCD1	MDC1	9606.ENSP00000378414	9606.ENSP00000365588	0	0	0	0	0.097	0.700	0	0	0.718
SMARCD1	H4C8	9606.ENSP00000378414	9606.ENSP00000489236	0	0	0	0	0	0.846	0	0	0.846
SMARCD1	H4C14	9606.ENSP00000378414	9606.ENSP00000462667	0	0	0	0	0	0.846	0	0	0.846
SMARCD1	SMARCD2	9606.ENSP00000378414	9606.ENSP00000392617	0	0	0.058	0.964	0.076	0.880	0.900	0.656	0.995
SMARCD1	BRD9	9606.ENSP00000378414	9606.ENSP00000419765	0	0	0	0	0.119	0.902	0.900	0.828	0.998
SMARCD2	SMARCC1	9606.ENSP00000392617	9606.ENSP00000254480	0	0	0	0	0.083	0.926	0.900	0.990	0.999
SMARCD2	BICRAL	9606.ENSP00000392617	9606.ENSP00000313933	0	0	0	0	0.067	0.068	0.900	0.447	0.945
SMARCD2	SMARCD1	9606.ENSP00000392617	9606.ENSP00000378414	0	0	0.058	0.964	0.076	0.880	0.900	0.656	0.995
SMARCD2	BRD9	9606.ENSP00000392617	9606.ENSP00000419765	0	0	0	0	0.092	0.470	0.900	0.565	0.976
SMURF1	BMPR1B	9606.ENSP00000354621	9606.ENSP00000401907	0	0	0	0	0	0.333	0.500	0.463	0.805
SMURF1	UBE2D2	9606.ENSP00000354621	9606.ENSP00000381717	0	0	0	0	0	0.695	0	0.573	0.864
SMURF1	PLEKHO1	9606.ENSP00000354621	9606.ENSP00000358120	0	0	0	0	0	0.820	0	0.690	0.941
SMURF1	RHOA	9606.ENSP00000354621	9606.ENSP00000400175	0	0	0	0	0	0.838	0.500	0.865	0.988
SNAP47	VAMP8	9606.ENSP00000314157	9606.ENSP00000263864	0	0	0	0	0.086	0.556	0.540	0.433	0.880
SNAP47	VAMP5	9606.ENSP00000314157	9606.ENSP00000305647	0	0	0	0	0.067	0.598	0	0.279	0.706
SNF8	CHMP2B	9606.ENSP00000421380	9606.ENSP00000263780	0	0	0	0	0.049	0	0.900	0.353	0.933
SNF8	CHMP7	9606.ENSP00000421380	9606.ENSP00000380794	0	0	0	0	0.072	0.095	0.900	0.401	0.942
SOX9	HNF1B	9606.ENSP00000245479	9606.ENSP00000480291	0	0	0	0	0.085	0.292	0	0.581	0.705
SPINT2	C19orf33	9606.ENSP00000301244	9606.ENSP00000301246	0	0	0	0	0.197	0	0	0.860	0.882
SREBF1	RXRB	9606.ENSP00000348069	9606.ENSP00000363817	0	0	0	0	0.059	0	0.500	0.418	0.702
SREBF1	FDPS	9606.ENSP00000348069	9606.ENSP00000349078	0	0	0	0	0.124	0	0.500	0.530	0.776
SREBF1	MYC	9606.ENSP00000348069	9606.ENSP00000478887	0	0	0	0	0.049	0.060	0	0.804	0.810
SREBF1	NR1H2	9606.ENSP00000348069	9606.ENSP00000499121	0	0	0	0	0.049	0.292	0.500	0.696	0.884
SREBF1	ACACA	9606.ENSP00000348069	9606.ENSP00000483300	0	0	0	0	0.083	0	0.750	0.927	0.981
STK19	DXO	9606.ENSP00000364482	9606.ENSP00000364498	0	0	0	0	0.161	0	0	0.813	0.836
STK19	CYP21A2	9606.ENSP00000364482	9606.ENSP00000496625	0	0	0	0	0.056	0	0	0.842	0.844
STK19	C4A	9606.ENSP00000364482	9606.ENSP00000396688	0	0.264	0	0	0	0	0	0.804	0.850
STK19	TNXB	9606.ENSP00000364482	9606.ENSP00000407685	0	0	0	0	0.045	0	0	0.879	0.879
SUFU	CNBP	9606.ENSP00000358918	9606.ENSP00000410769	0	0	0	0	0	0	0	0.828	0.828
SYNRG	EPS15	9606.ENSP00000483453	9606.ENSP00000360798	0	0	0	0	0.056	0	0.540	0.380	0.707
SYNRG	DDX52	9606.ENSP00000483453	9606.ENSP00000479504	0	0.367	0	0	0.127	0	0	0.602	0.761
TADA2A	TRRAP	9606.ENSP00000481091	9606.ENSP00000352925	0	0	0	0	0.042	0.966	0.900	0.542	0.998
TARS2	QARS1	9606.ENSP00000358060	9606.ENSP00000307567	0.057	0	0	0	0.140	0	0	0.780	0.806
TARS2	SARS2	9606.ENSP00000358060	9606.ENSP00000472847	0	0	0	0	0.163	0	0	0.811	0.835
TARS2	VARS2	9606.ENSP00000358060	9606.ENSP00000441000	0.075	0	0	0	0.367	0	0	0.826	0.889
TARS2	VARS1	9606.ENSP00000358060	9606.ENSP00000364815	0.102	0	0	0	0.383	0	0	0.850	0.910
TAX1BP1	CALCOCO2	9606.ENSP00000379612	9606.ENSP00000398523	0	0	0	0.665	0.060	0.530	0	0.461	0.741
TBX3	RBM39	9606.ENSP00000257566	9606.ENSP00000253363	0	0	0	0	0.042	0	0	0.745	0.745
TBX3	POU5F1	9606.ENSP00000257566	9606.ENSP00000259915	0	0	0	0	0.064	0.091	0	0.890	0.898
TCEA2	GTF2H4	9606.ENSP00000343515	9606.ENSP00000259895	0	0	0	0	0.067	0.623	0	0.225	0.703
TCEA2	CCNT1	9606.ENSP00000343515	9606.ENSP00000261900	0	0	0	0	0.060	0.091	0.900	0.373	0.939
TCEA2	ZNRD1	9606.ENSP00000343515	9606.ENSP00000331111	0	0	0	0	0	0.099	0	0.751	0.766
TCEA2	POLI	9606.ENSP00000343515	9606.ENSP00000462664	0	0	0	0	0.056	0	0	0.732	0.736
TCEA2	NELFE	9606.ENSP00000343515	9606.ENSP00000364578	0	0	0	0	0.055	0.094	0.900	0.261	0.928
TCF19	POU5F1	9606.ENSP00000365433	9606.ENSP00000259915	0	0	0	0	0.055	0	0	0.706	0.710
TCF19	HLA-C	9606.ENSP00000365433	9606.ENSP00000365402	0	0	0	0	0.042	0	0	0.757	0.757
TCF19	CCHCR1	9606.ENSP00000365433	9606.ENSP00000379566	0	0	0	0	0.108	0	0	0.784	0.799
TCP1	CCT3	9606.ENSP00000317334	9606.ENSP00000295688	0	0	0.070	0.812	0.927	0.997	0.967	0.965	0.999
TCP1	ACAT2	9606.ENSP00000317334	9606.ENSP00000356015	0.042	0	0	0	0.139	0	0	0.698	0.729
TCP1	TUBA1C	9606.ENSP00000317334	9606.ENSP00000443475	0	0	0	0	0.342	0.150	0.500	0.262	0.766
TCP1	RUVBL1	9606.ENSP00000317334	9606.ENSP00000318297	0	0	0	0	0.440	0.095	0.540	0.298	0.814
TECPR1	ATG3	9606.ENSP00000404923	9606.ENSP00000283290	0	0	0	0	0	0.242	0	0.640	0.716
THBS3	ITGB7	9606.ENSP00000357362	9606.ENSP00000267082	0	0	0	0	0	0.069	0.650	0.189	0.712
THBS3	CD47	9606.ENSP00000357362	9606.ENSP00000355361	0	0	0	0	0.068	0	0.900	0.344	0.933
THBS3	MTX1	9606.ENSP00000357362	9606.ENSP00000357360	0	0	0	0	0.063	0.054	0	0.905	0.908
THBS3	MUC1	9606.ENSP00000357362	9606.ENSP00000484824	0	0	0	0	0.107	0.098	0	0.665	0.706
THBS3	ITGA6	9606.ENSP00000357362	9606.ENSP00000386896	0	0	0	0	0.055	0.054	0.650	0.494	0.820
TIMM23	SAMM50	9606.ENSP00000464522	9606.ENSP00000345445	0	0	0	0	0.087	0	0	0.782	0.792
TJAP1	DXO	9606.ENSP00000361522	9606.ENSP00000364498	0	0	0	0	0.082	0	0	0.901	0.905
TMCC1	PLXND1	9606.ENSP00000376930	9606.ENSP00000317128	0	0	0	0	0	0	0	0.845	0.845
TMCC1	PODXL2	9606.ENSP00000376930	9606.ENSP00000345359	0	0	0	0	0.132	0.071	0	0.875	0.890
TMOD4	ACTN3	9606.ENSP00000295314	9606.ENSP00000422007	0	0	0	0	0.381	0	0	0.570	0.723
TNFRSF10D	CFLAR	9606.ENSP00000310263	9606.ENSP00000312455	0	0	0	0	0.044	0.045	0	0.713	0.715
TNS2	AXL	9606.ENSP00000319756	9606.ENSP00000301178	0	0	0	0	0.083	0.329	0	0.866	0.910
TNXB	ATF6B	9606.ENSP00000407685	9606.ENSP00000364349	0	0	0	0	0.056	0	0	0.706	0.710
TNXB	STK19	9606.ENSP00000407685	9606.ENSP00000364482	0	0	0	0	0.045	0	0	0.879	0.879
TNXB	C4A	9606.ENSP00000407685	9606.ENSP00000396688	0	0	0	0	0.110	0	0	0.842	0.853
TNXB	CYP21A2	9606.ENSP00000407685	9606.ENSP00000496625	0	0.001	0	0	0.072	0	0	0.948	0.949
TPCN1	TPCN2	9606.ENSP00000448083	9606.ENSP00000294309	0	0	0	0.623	0.138	0.322	0.900	0.671	0.978
TPCN2	TPCN1	9606.ENSP00000294309	9606.ENSP00000448083	0	0	0	0.623	0.138	0.322	0.900	0.671	0.978
TRPC4AP	DDB2	9606.ENSP00000252015	9606.ENSP00000256996	0	0	0	0	0.042	0	0.900	0.192	0.915
TRRAP	RUVBL1	9606.ENSP00000352925	9606.ENSP00000318297	0	0	0	0	0.073	0.898	0.900	0.995	0.999
TRRAP	VPS72	9606.ENSP00000352925	9606.ENSP00000346464	0	0	0	0	0.042	0.794	0.800	0.929	0.996
TRRAP	MDC1	9606.ENSP00000352925	9606.ENSP00000365588	0	0	0	0	0.233	0	0	0.626	0.701
TRRAP	H2BC11	9606.ENSP00000352925	9606.ENSP00000476136	0	0	0	0	0	0.053	0.500	0.447	0.715
TRRAP	ANP32E	9606.ENSP00000352925	9606.ENSP00000463154	0	0	0	0	0.056	0.345	0.900	0.339	0.953
TRRAP	TADA2A	9606.ENSP00000352925	9606.ENSP00000481091	0	0	0	0	0.042	0.966	0.900	0.542	0.998
TRRAP	MYC	9606.ENSP00000352925	9606.ENSP00000478887	0	0	0	0	0.061	0.875	0	0.993	0.999
TSEN15	CPSF1	9606.ENSP00000355299	9606.ENSP00000484669	0	0	0	0	0	0	0.800	0	0.800
TTLL1	NICN1	9606.ENSP00000266254	9606.ENSP00000273598	0	0	0	0	0.089	0.785	0.800	0.482	0.977
TUBA1C	CCT3	9606.ENSP00000443475	9606.ENSP00000295688	0	0	0	0	0.221	0.136	0.500	0.268	0.721
TUBA1C	TCP1	9606.ENSP00000443475	9606.ENSP00000317334	0	0	0	0	0.342	0.150	0.500	0.262	0.766
TUBA1C	DYNC1I2	9606.ENSP00000443475	9606.ENSP00000380308	0	0	0	0	0.080	0.362	0.650	0.147	0.801
UBA7	UBE2Z	9606.ENSP00000333266	9606.ENSP00000354201	0.043	0	0	0	0.067	0.196	0.500	0.305	0.705
UBA7	UBE2D2	9606.ENSP00000333266	9606.ENSP00000381717	0.043	0	0	0	0	0.417	0.500	0.476	0.834
UBAP2L	CBX7	9606.ENSP00000389445	9606.ENSP00000216133	0	0	0	0	0	0	0.900	0	0.900
UBAP2L	PCGF6	9606.ENSP00000389445	9606.ENSP00000358862	0	0	0	0	0	0	0.900	0	0.900
UBAP2L	PRRC2A	9606.ENSP00000389445	9606.ENSP00000365201	0	0	0	0	0.210	0.508	0	0.431	0.760
UBAP2L	PHC3	9606.ENSP00000389445	9606.ENSP00000420294	0	0	0	0	0	0	0.900	0.056	0.901
UBE2D2	RNF181	9606.ENSP00000381717	9606.ENSP00000306906	0	0	0	0	0.055	0.532	0.500	0.141	0.785
UBE2D2	UBA7	9606.ENSP00000381717	9606.ENSP00000333266	0.043	0	0	0	0	0.417	0.500	0.476	0.834
UBE2D2	SMURF1	9606.ENSP00000381717	9606.ENSP00000354621	0	0	0	0	0	0.695	0	0.573	0.864
UBE2D2	RNF5	9606.ENSP00000381717	9606.ENSP00000364235	0	0	0	0	0.049	0.725	0	0.248	0.786
UBE2Z	UBA7	9606.ENSP00000354201	9606.ENSP00000333266	0.043	0	0	0	0.067	0.196	0.500	0.305	0.705
UBQLN4	PSMC6	9606.ENSP00000357292	9606.ENSP00000484998	0	0	0	0	0.092	0.994	0	0.172	0.995
UBQLN4	PSMC3	9606.ENSP00000357292	9606.ENSP00000481029	0	0	0	0	0.092	0.994	0	0.131	0.995
UBR2	NTAN1	9606.ENSP00000361990	9606.ENSP00000287706	0	0	0	0	0	0.292	0	0.636	0.731
UCKL1	ENTPD4	9606.ENSP00000346155	9606.ENSP00000351520	0	0	0	0	0.092	0	0.900	0.166	0.917
UCKL1	ENTPD6	9606.ENSP00000346155	9606.ENSP00000365840	0	0	0	0	0.180	0	0.900	0.218	0.930
UGP2	IL11RA	9606.ENSP00000338703	9606.ENSP00000450565	0	0	0	0	0	0.614	0.218	0.218	0.743
UGP2	GALT	9606.ENSP00000338703	9606.ENSP00000368119	0	0	0	0	0.060	0.614	0.918	0.606	0.986
